空天姬预设,9.1475.202510110438
海港鲱,平钓【潮虫|2587】》！！=【海港鲱|4874】；引诱；//预设分级：批量生成
皮皮拉鱼,平钓【蝲蛄丸子|2588】》！=【皮皮拉鱼|4932】；引诱；//预设分级：批量生成
红蝲蛄,平钓【蝲蛄丸子|2588】》！=【红蝲蛄|4933】；引诱；//预设分级：批量生成
比阿纳可蛤蜊,平钓【极地磷虾|2606】》！=【比阿纳可蛤蜊|4875】；引诱；//预设分级：批量生成
潜沙鱼,平钓【蝲蛄丸子|2588】》！=【潜沙鱼|4934】；引诱；//预设分级：批量生成
珊瑚蝶,平钓【潮虫|2587】》！！=【珊瑚蝶|4876】；引诱；//预设分级：批量生成
黄铜泥鳅,平钓【雉鸡拟饵|2623】》！=【黄铜泥鳅|4935】；引诱；//预设分级：批量生成
莫拉比鲽鱼,平钓【弓角|2628】》！！=【莫拉比鲽鱼|4877】；引诱；//预设分级：批量生成
白妙鲤,平钓【血蚯蚓|2590】》！！=【白妙鲤|4936】；引诱；//预设分级：批量生成
阿巴拉提亚公鱼,平钓【残暴水蛭|12711】》！=【阿巴拉提亚公鱼|4937】；引诱；//预设分级：合格的
盲鱼,平钓【花蝇|2597】》！=【盲鱼|4938】；引诱；//预设分级：批量生成
石软蟹,平钓【弓角|2628】》！=【石软蟹|4878】；引诱；//预设分级：批量生成
弹涂鱼,平钓【摇蚊|2592】》！=【弹涂鱼|4939】；引诱；//预设分级：批量生成
虹鳟鱼,平钓【毛球拟饵|2618】》！！=【虹鳟鱼|4940】；引诱；//预设分级：批量生成
河蟹,平钓【血蚯蚓|2590】》！=【河蟹|4941】；引诱；//预设分级：批量生成
虎纹鳕,平钓【沟鼠尾巴|2591】》！！=【虎纹鳕|4879】；引诱；//预设分级：批量生成
斗鱼,平钓【摇蚊|2592】》！=【斗鱼|4942】；引诱；//预设分级：批量生成
钢盔鲎,平钓【沟鼠尾巴|2591】》！=【钢盔鲎|4880】；引诱；//预设分级：批量生成
仙女鲈,平钓【摇蚊|2592】》！！=【仙女鲈|4943】；引诱；//预设分级：批量生成
橡果蜗牛,平钓【摇蚊|2592】》！=【橡果蜗牛|4944】；引诱；//预设分级：批量生成
罗斯利特牡蛎,平钓【沟鼠尾巴|2591】》！=【罗斯利特牡蛎|4881】；引诱；//预设分级：批量生成
暗塘鳢,平钓【摇蚊|2592】@1502-1000》！=【暗塘鳢|4945】；引诱；//预设分级：批量生成
拉诺西亚刺鱼,平钓【漂浮诱饵鱼|2611】》！！=【拉诺西亚刺鱼|4946】；引诱；//预设分级：批量生成
海神刀,平钓【弓角|2628】》！！=【海神刀|4882】；引诱；//预设分级：批量生成
沟鲫鱼,平钓【乌鸦拟饵|2614】》！=【沟鲫鱼|4947】；引诱；//预设分级：批量生成
神仙鱼,平钓【铁板钩|2616】》！！=【神仙鱼|4883】；引诱；//预设分级：批量生成
铜鱼,平钓【黄油虫|2594】》！=【铜鱼|4948】；引诱；//预设分级：批量生成
蓝铃鲑,平钓【漂浮诱饵鱼|2611】》！！=【蓝铃鲑|4949】；引诱；//预设分级：批量生成
折刀贝,平钓【沟鼠尾巴|2591】》！=【折刀贝|4884】；引诱；//预设分级：批量生成
泥软蟹,平钓【蜜虫|2599】》！=【泥软蟹|4950】；引诱；//预设分级：批量生成
蓝章鱼,大鱼【潮虫|2587】》！！【海港鲱|4874】》！！=【蓝章鱼|4885】；引诱、不撒饵；//预设分级：合格的
三色鲤,平钓【黄油虫|2594】》！！=【三色鲤|4951】；引诱；//预设分级：批量生成
深红蝲蛄,大鱼【黄油虫|2594】》！【铜鱼|4948】》！=【深红蝲蛄|4952】；不撒饵、引诱；//预设分级：合格的
翡翠鳗,平钓【黄油虫|2594】@1702-1000》！！=【翡翠鳗|4953】；引诱；//预设分级：批量生成
海毒鲀,平钓【极地磷虾|2606】》！！=【海毒鲀|4886】；引诱；//预设分级：批量生成
圆蚌,平钓【黄油虫|2594】》！=【圆蚌|4954】；引诱；//预设分级：批量生成
暖水鳟,平钓【乌鸦拟饵|2614】》！！=【暖水鳟|4955】；引诱；//预设分级：批量生成
玻璃刺鱼,平钓【陆行鸟拟饵|2610】》！！=【玻璃刺鱼|4956】；引诱；//预设分级：批量生成
四眼鱼,平钓【复合亮片|2626】》！！=【四眼鱼|4957】；引诱；//预设分级：批量生成
刀鳍沙丁鱼,平钓【重铁板钩|2619】》！！=【刀鳍沙丁鱼|4887】；引诱；//预设分级：批量生成
黑鳗,平钓【黄油虫|2594】@1702-1000》！！=【黑鳗|4958】；引诱；//预设分级：批量生成
暗鲈,平钓【乌鸦拟饵|2614】》！！=【暗鲈|4959】；引诱；//预设分级：批量生成
蓝珊瑚,平钓【小虾肉笼|2613】》！=【蓝珊瑚|5461】；引诱；//预设分级：批量生成
魔梭鱼,大鱼【潮虫|2587】》！！【海港鲱|4874】》！！=【魔梭鱼|4888】；引诱、不撒饵；//预设分级：批量生成
圣盾虾,平钓【鲈鱼丸子|2595】》！=【圣盾虾|4960】；引诱；//预设分级：批量生成
清道琵琶鱼,平钓【漂浮诱饵鱼|2611】》！=【清道琵琶鱼|4961】；引诱；//预设分级：批量生成
钓鮟鱇,平钓【重铁板钩|2619】》！！=【钓鮟鱇|4889】；引诱；//预设分级：批量生成
海马,平钓【小虾肉笼|2613】》！=【海马|4890】；引诱；//预设分级：批量生成
上爬刺鱼,平钓【鲈鱼丸子|2595】》！=【上爬刺鱼|4962】；引诱；//预设分级：批量生成
黑鲶鱼,大鱼【蛾蛹|2586】》！【斑纹虾虎|4927】》！！=【黑鲶鱼|4963】；引诱、不撒饵；//预设分级：合格的
比阿纳可鲷鱼,平钓【重铁板钩|2619】》！！=【比阿纳可鲷鱼|4891】；引诱；//预设分级：批量生成
黑鬼鱼,大鱼【摇蚊|2592】》！【斗鱼|4942】》！！=【黑鬼鱼|4964】；引诱、不撒饵；//预设分级：批量生成
黑鳎,平钓【鲱鱼丸子|2598】》！！=【黑鳎|4892】；引诱；//预设分级：批量生成
八目鳗,大鱼【黄油虫|2594】》！【铜鱼|4948】》！=【八目鳗|4965】；引诱、不撒饵；//预设分级：批量生成
披骨鱼,平钓【陆行鸟拟饵|2610】》！=【披骨鱼|4966】；引诱；//预设分级：批量生成
锤头鲨,平钓【铁板钩|2616】》！！=【锤头鲨|4893】；引诱；//预设分级：批量生成
宇格拉姆鲑鱼,平钓【鲈鱼丸子|2595】》！！=【宇格拉姆鲑鱼|4967】；引诱；//预设分级：批量生成
苍皮海参,平钓【鲱鱼丸子|2598】》！=【苍皮海参|4894】；引诱；//预设分级：批量生成
斑纹琵琶鱼,平钓【花蝇|2597】》！！=【斑纹琵琶鱼|4968】；引诱；//预设分级：批量生成
绿灯球藻,平钓【陆行鸟拟饵|2610】》！=【绿灯球藻|5544】；引诱；//预设分级：批量生成
苍茫鲱,平钓【单环刺螠|2596】》！！=【苍茫鲱|4895】；引诱；//预设分级：批量生成
带鱼,平钓【白银勺形鱼饵|2615】》！！=【带鱼|4969】；引诱；//预设分级：批量生成
灰海金枪鱼,平钓【单环刺螠|2596】》！！=【灰海金枪鱼|4896】；引诱；//预设分级：批量生成
神握鳉,平钓【陆行鸟拟饵|2610】》！=【神握鳉|4970】；引诱；//预设分级：批量生成
净骨蜗牛,平钓【花蝇|2597】》！=【净骨蜗牛|4971】；引诱；//预设分级：批量生成
蔓根跳鱼,平钓【花蝇|2597】》！=【蔓根跳鱼|4972】；引诱；//预设分级：批量生成
叶海龙,平钓【极地磷虾|2606】》！=【叶海龙|4897】；引诱；//预设分级：批量生成
骨舌鱼,平钓【羽毛拟饵|2627】》！！=【骨舌鱼|4973】；引诱；//预设分级：批量生成
满月沙丁鱼,平钓【单环刺螠|2596】@1802-0600》！=【满月沙丁鱼|4898】；引诱；//预设分级：批量生成
硬毛蟹,平钓【蜜虫|2599】》！=【硬毛蟹|4974】；引诱；//预设分级：批量生成
哈拉尔黑线鳕,平钓【重铁板钩|2619】》！！=【哈拉尔黑线鳕|4899】；引诱；//预设分级：批量生成
蒙凯恩凯鱼,大鱼【黄油虫|2594】》！【铜鱼|4948】》！=【蒙凯恩凯鱼|4975】；引诱、不撒饵；//预设分级：合格的
樱鳟,平钓【雉鸡拟饵|2623】》！！=【樱鳟|4976】；引诱；//预设分级：批量生成
白蝶贝,平钓【鲱鱼丸子|2598】》！=【白蝶贝|4900】；引诱；//预设分级：批量生成
沙鱼,平钓【沙蛭|2600】》！=【沙鱼|4977】；引诱；//预设分级：批量生成
银鱼,平钓【蜜虫|2599】》！=【银鱼|4978】；引诱；//预设分级：批量生成
小丑鳅,平钓【蜜虫|2599】》！=【小丑鳅|4979】；引诱；//预设分级：批量生成
沙鲷鱼,平钓【滚石|2604】》！！=【沙鲷鱼|5032】；引诱；//预设分级：批量生成
薰衣草印鱼,平钓【重铁板钩|2619】》！！=【薰衣草印鱼|4901】；引诱；//预设分级：批量生成
铠甲琵琶鱼,平钓【淡水万能饵|27591】》！！=【铠甲琵琶鱼|4980】；引诱；//预设分级：批量生成
巨鲈,平钓【蜜虫|2599】》！！=【巨鲈|4981】；引诱；//预设分级：批量生成
沙鲶鱼,平钓【沙蛭|2600】》！！=【沙鲶鱼|5033】；引诱；//预设分级：批量生成
气泡鱼,平钓【重铁板钩|2619】》！！=【气泡鱼|4902】；引诱；//预设分级：批量生成
威罗迪纳鲤鱼,平钓【羽毛拟饵|2627】》！！=【威罗迪纳鲤鱼|4982】；引诱；//预设分级：批量生成
斑点鲀,平钓【蜜虫|2599】》！=【斑点鲀|4983】；引诱；//预设分级：批量生成
土遁鱼,平钓【滚石|2604】》！！=【土遁鱼|5034】；引诱；//预设分级：批量生成
黄金鳅,平钓【蜜虫|2599】》！=【黄金鳅|4984】；引诱；//预设分级：批量生成
飞沙鱼,平钓【沙蛭|2600】》！！=【飞沙鱼|5035】；引诱；//预设分级：批量生成
纳尔札尔鳗鱼,平钓【蜜虫|2599】@1702-1000》！！=【纳尔札尔鳗鱼|4985】；引诱；//预设分级：批量生成
绯红鳟,平钓【旋转亮片|2620】》！！=【绯红鳟|4986】；引诱；//预设分级：批量生成
盘丽鱼,平钓【蜜虫|2599】》！！=【盘丽鱼|4987】；引诱；//预设分级：批量生成
蚁狮蛞蝓,平钓【沙壁虎|2602】》！！=【蚁狮蛞蝓|5036】；引诱；//预设分级：批量生成
红珊瑚,平钓【鲱鱼丸子|2598】》！=【红珊瑚|5462】；引诱；//预设分级：批量生成
石绿湖鳟鱼,平钓【复合亮片|2626】》！！=【石绿湖鳟鱼|4988】；引诱；//预设分级：批量生成
火狱蜗牛,平钓【蛀虫|2601】》！=【火狱蜗牛|4989】；引诱；//预设分级：批量生成
沙丘蝠鲼,大鱼【沙蛭|2600】》！！【飞沙鱼|5035】》！！=【沙丘蝠鲼|5037】；引诱、不撒饵；//预设分级：批量生成
银鲨,大鱼【沙蚕|2585】》！【梅尔托尔虾虎|4869】》！！=【银鲨|4903】；引诱、不撒饵；//预设分级：合格的
王家琵琶鱼,平钓【蛀虫|2601】》！！=【王家琵琶鱼|4990】；引诱；//预设分级：批量生成
雷纹鱼,平钓【旋转亮片|2620】@（小雨|7、暴雨|8）》！！=【雷纹鱼|4991】；引诱；//预设分级：合格的
龙门鱼,大鱼【黄油虫|2594】》！【铜鱼|4948】》！！=【龙门鱼|4992】；引诱、不撒饵；//预设分级：批量生成
刀背鱼,平钓【蛀虫|2601】》！！=【刀背鱼|4993】；引诱；//预设分级：批量生成
梭子鰆,大鱼【沙蚕|2585】》！【梅尔托尔虾虎|4869】》！！=【梭子鰆|4904】；引诱、不撒饵；//预设分级：批量生成
求雨鱼,平钓【蛀虫|2601】@（小雪|15、小雨|7）》！！=【求雨鱼|4905】；引诱；//预设分级：批量生成
橡根鱼,平钓【蛀虫|2601】@1702-1000》！！=【橡根鱼|4994】；引诱；//预设分级：批量生成
杜父鱼,平钓【复合亮片|2626】》！=【杜父鱼|4995】；引诱；//预设分级：批量生成
黑蝶贝,平钓【磷虾肉笼|2621】》！=【黑蝶贝|5466】；引诱；//预设分级：批量生成
南方狗鱼,平钓【漂浮诱饵蛙|2624】》！！=【南方狗鱼|4996】；引诱；//预设分级：批量生成
北方狗鱼,平钓【漂浮诱饵蛙|2624】》！！=【北方狗鱼|4997】；引诱；//预设分级：批量生成
地灵鲀,平钓【复合亮片|2626】》！=【地灵鲀|4998】；引诱；//预设分级：批量生成
鹦鹉螺,大鱼【铁板钩|2616】@1802-0600》！【满月沙丁鱼|4898】》！！=【鹦鹉螺|4906】；引诱、不撒饵；//预设分级：批量生成
射水鱼,平钓【毛球拟饵|2618】@（碧空|1、晴朗|2、阴云|3、薄雾|4）》！=【射水鱼|4999】；引诱；//预设分级：批量生成
云水母,平钓【浮游虫|2605】》！=【云水母|5038】；引诱；//预设分级：批量生成
哥布林刺鱼,大鱼【蜜虫|2599】》！【银鱼|4978】》！！=【哥布林刺鱼|5000】；引诱、不撒饵；//预设分级：批量生成
永恒鲤,平钓【毛球拟饵|2618】》！！=【永恒鲤|5001】；引诱；//预设分级：批量生成
刺鳗,平钓【弓角|2628】》！！=【刺鳗|4907】；引诱；//预设分级：批量生成
暗斗鱼,大鱼【蜜虫|2599】》！【银鱼|4978】》！！=【暗斗鱼|5002】；引诱、不撒饵；//预设分级：批量生成
淤泥跳鱼,平钓【蛀虫|2601】》！=【淤泥跳鱼|5003】；引诱；//预设分级：批量生成
天鱼,平钓【浮游虫|2605】》！=【天鱼|5039】；引诱；//预设分级：批量生成
隆头鱼,平钓【弓角|2628】》！！=【隆头鱼|4908】；引诱；//预设分级：批量生成
破云飞鱼,平钓【浮游虫|2605】》！！=【破云飞鱼|5040】；引诱；//预设分级：批量生成
震雷鱼,大鱼【蜜虫|2599】》！【银鱼|4978】》！！=【震雷鱼|5004】；引诱、不撒饵；//预设分级：批量生成
雀鳝,大鱼【蜜虫|2599】》！【银鱼|4978】》！！=【雀鳝|5005】；引诱、不撒饵；//预设分级：批量生成
飞蝠鲼,大鱼【浮游虫|2605】》！！【破云飞鱼|5040】》！！=【飞蝠鲼|5041】；引诱、不撒饵；//预设分级：批量生成
平鱼,平钓【弓角|2628】》！！=【平鱼|4909】；引诱；//预设分级：批量生成
北洲鲈,平钓【漂浮诱饵蛙|2624】》！！=【北洲鲈|5006】；引诱；//预设分级：批量生成
帕戈尔赞盘丽鱼,平钓【火萤|2603】@（碧空|1、热浪|14、晴朗|2）》！！=【帕戈尔赞盘丽鱼|5007】；引诱；//预设分级：批量生成
争斗琵琶鱼,平钓【火萤|2603】》！！=【争斗琵琶鱼|5008】；引诱；//预设分级：批量生成
扬帆鱼,平钓【浮游虫|2605】》！=【扬帆鱼|5042】；引诱；//预设分级：批量生成
海魔鱼,平钓【弓角|2628】》！！=【海魔鱼|4910】；引诱；//预设分级：批量生成
繁星鳟鱼,大鱼【蛾蛹|2586】》！【斑纹虾虎|4927】》！！=【繁星鳟鱼|5009】；引诱、不撒饵；//预设分级：合格的
战争神狗鱼,大鱼【残暴水蛭|12711】》！【阿巴拉提亚公鱼|4937】》！！=【战争神狗鱼|5010】；不撒饵；//预设分级：合格的
金鱼,大鱼【蜜虫|2599】》！【银鱼|4978】》！=【金鱼|5011】；引诱、不撒饵；//预设分级：批量生成
撒沟厉钓鮟鱇,大鱼【沙蛭|2600】》！【沙鱼|4977】》！！=【撒沟厉钓鮟鱇|5043】；引诱、不撒饵；//预设分级：批量生成
浮云碟,大鱼【浮游虫|2605】》！！【破云飞鱼|5040】》！=【浮云碟|5044】；引诱、不撒饵；//预设分级：批量生成
海岩龙虾,平钓【极地磷虾|2606】@1702-2200》！！=【海岩龙虾|4911】；引诱；//预设分级：批量生成
吸血八目鳗,大鱼【蜜虫|2599】》！【银鱼|4978】》！！=【吸血八目鳗|5012】；引诱、不撒饵；//预设分级：批量生成
山岳神杜父鱼,平钓【石蚕|2607】》！！=【山岳神杜父鱼|5013】；引诱；//预设分级：批量生成
拟鮟鱇,耐心【沙蚕|2585】》！【梅尔托尔虾虎|4869】》！！【梭子鰆|4904】》！！=【拟鮟鱇|4912】；引诱、不撒饵；//预设分级：批量生成
洞穴螯虾,大鱼【蛾蛹|2586】》！【斑纹虾虎|4927】》！！=【洞穴螯虾|5014】；引诱、不撒饵；//预设分级：批量生成
豹鱼,大鱼【复合亮片|2626】》！【杜父鱼|4995】》！！！=【豹鱼|5015】；引诱、不撒饵；//预设分级：批量生成
小撒拉奥斯,平钓【极地磷虾|2606】@（小雨|7、暴雨|8）》！！=【小撒拉奥斯|4913】；引诱；//预设分级：批量生成
愿贝,平钓【极地磷虾|2606】》！！=【愿贝|4914】；引诱；//预设分级：批量生成
大钝甲鱼,平钓【复合亮片|2626】@0402-0900》！！=【大钝甲鱼|5016】；引诱；//预设分级：批量生成
日轮,平钓【石蚕|2607】@1002-1500（碧空|1、晴朗|2）》！！=【日轮|5017】；引诱；//预设分级：批量生成
麻希鲯鳅,平钓【弓角|2628】@1002-1800》！！！=【麻希鲯鳅|4915】；引诱；//预设分级：批量生成
大比目鱼,平钓【极地磷虾|2606】》！！！=【大比目鱼|4916】；引诱；//预设分级：批量生成
长吻鳄鳝,大鱼【复合亮片|2626】》！【杜父鱼|4995】》！！！=【长吻鳄鳝|5018】；引诱、不撒饵；//预设分级：批量生成
乌兹刀背鱼,耐心【蜜虫|2599】》！【银鱼|4978】》！【金鱼|5011】》！！=【乌兹刀背鱼|5019】；引诱、不撒饵；//预设分级：批量生成
巨鲶鱼,大鱼【蜜虫|2599】》！【银鱼|4978】》！！=【巨鲶鱼|5020】；引诱、不撒饵；//预设分级：批量生成
旅沙鳗,大鱼【沙蛭|2600】》！！【飞沙鱼|5035】》！！！=【旅沙鳗|5045】；引诱、不撒饵；//预设分级：批量生成
马兹拉雅枪鱼,耐心【潮虫|2587】》！！【海港鲱|4874】》！！【魔梭鱼|4888】》！！！=【马兹拉雅枪鱼|4917】；引诱、不撒饵；//预设分级：批量生成
腔棘鱼,大鱼【铁板钩|2616】@1802-0600》！【满月沙丁鱼|4898】》！！=【腔棘鱼|4918】；引诱、不撒饵；//预设分级：批量生成
腐鱼,平钓【彩虹勺形鱼饵|2625】@（妖雾|17）》！！=【腐鱼|5021】；引诱；//预设分级：批量生成
喙嘴龙,耐心【浮游虫|2605】》！！【破云飞鱼|5040】》！【浮云碟|5044】》！！！=【喙嘴龙|5046】；引诱、不撒饵；//预设分级：批量生成
巨型乌贼,耐心【沙蚕|2585】》！【梅尔托尔虾虎|4869】》！！【梭子鰆|4904】》！！！=【巨型乌贼|4919】；引诱、不撒饵；//预设分级：批量生成
基迦章鱼,耐心【潮虫|2587】》！！【海港鲱|4874】》！！【魔梭鱼|4888】》！！！=【基迦章鱼|4920】；引诱、不撒饵；//预设分级：批量生成
翻车鱼,大鱼【潮虫|2587】》！【海云水母|4872】》！！=【翻车鱼|4921】；引诱、不撒饵；//预设分级：批量生成
恐鱼,耐心【沙蚕|2585】》！【梅尔托尔虾虎|4869】》！！【梭子鰆|4904】》！！！=【恐鱼|4922】；引诱、不撒饵；//预设分级：批量生成
蘑菇蟹,大鱼【旋转亮片|2620】@（阴云|3、薄雾|4）》！【杜父鱼|4995】》！！=【蘑菇蟹|5022】；引诱、不撒饵；//预设分级：批量生成
雷神鱼,平钓【石蚕|2607】@（雷雨|10、打雷|9）》！！=【雷神鱼|5023】；引诱；//预设分级：批量生成
斑点雀鳝,耐心【蜜虫|2599】》！【银鱼|4978】》！【金鱼|5011】》！！=【斑点雀鳝|5024】；引诱、不撒饵；//预设分级：批量生成
煌鱼,耐心【土蜘蛛|12705】》！【阿巴拉提亚公鱼|4937】》！！=【煌鱼|5025】；不撒饵；//预设分级：合格的
弓鳍鱼,耐心【蜜虫|2599】》！【银鱼|4978】》！【金鱼|5011】》！！=【弓鳍鱼|5026】；引诱、不撒饵；//预设分级：批量生成
环棘鱼,平钓【石蚕|2607】@1702-0900》！！=【环棘鱼|5027】；引诱；//预设分级：批量生成
巨齿鲨,耐心【沙蚕|2585】》！【梅尔托尔虾虎|4869】》！！【梭子鰆|4904】》！！！=【巨齿鲨|4923】；引诱、不撒饵；//预设分级：批量生成
锯鲛,耐心【沙蚕|2585】@0902-1500（碧空|1、晴朗|2）》！【梅尔托尔虾虎|4869】》！！【梭子鰆|4904】》！！！=【锯鲛|4924】；引诱、不撒饵；//预设分级：批量生成
泷太郎,平钓【羽毛拟饵|2627】》！！=【泷太郎|5028】；引诱；//预设分级：批量生成
巨骨舌鱼,平钓【羽毛拟饵|2627】》！！=【巨骨舌鱼|5029】；引诱；//预设分级：批量生成
庞鱼,耐心【蜜虫|2599】》！【银鱼|4978】》！【金鱼|5011】》！！！=【庞鱼|5030】；引诱、不撒饵；//预设分级：批量生成
丛林鲶鱼,耐心【蜜虫|2599】》！【银鱼|4978】》！【金鱼|5011】》！！=【丛林鲶鱼|5031】；引诱、不撒饵；//预设分级：批量生成
精金幼龟,平钓【弓角|2628】》！！！=【精金幼龟|6185】；引诱；//预设分级：批量生成
巨蝌蚪,平钓【漂浮诱饵蛙|2624】》！！！@拍水~22！！【南方狗鱼|4996】=【巨蝌蚪|6191】；引诱；//预设分级：有效的
大愿贝,平钓【重铁板钩|2619】@2302-0200》！！！=【大愿贝|10123】；引诱；//预设分级：批量生成
碎冰鱼,平钓【哥布林钓钩|12706】》！=【碎冰鱼|12713】；引诱；//预设分级：批量生成
白云珊瑚,平钓【气球虫|2609】》！=【白云珊瑚|12714】；引诱；//预设分级：批量生成
冰战神,平钓【土蜘蛛|12705】》！=【冰战神|12715】；引诱；//预设分级：批量生成
天虫,平钓【巨型大蚊|12712】》！=【天虫|12716】；引诱；//预设分级：批量生成
山峰蟹,平钓【石蝇幼虫|12704】》！=【山峰蟹|12718】；引诱；//预设分级：批量生成
利齿蛤蜊,大鱼【土蜘蛛|12705】》！【冰战神|12715】》！！=【利齿蛤蜊|12719】；引诱、不撒饵；//预设分级：批量生成
湖胆,平钓【石蝇幼虫|12704】》！=【湖胆|12720】；引诱、钓组；//预设分级：批量生成
赤刺,平钓【叶片钓钩|12707】@（扬沙|11、阴云|3、薄雾|4）》！！=【赤刺|12721】；引诱；//预设分级：批量生成
蓝螯虾,平钓【石蝇幼虫|12704】》！=【蓝螯虾|12722】；引诱；//预设分级：批量生成
星花,平钓【红气球虫|12708】@（碧空|1、晴朗|2）》！=【星花|12723】；引诱；//预设分级：批量生成
冰川核,大鱼【巨型大蚊|12712】@（小雪|15、暴雪|16）》！【天虫|12716】》！=【冰川核|12724】；引诱、不撒饵；//预设分级：批量生成
魔角蜗牛,平钓【石蝇幼虫|12704】》！=【魔角蜗牛|12725】；引诱；//预设分级：批量生成
黑巫鱼,大鱼【蜜虫|2599】@0802-2000》！【阿巴拉提亚公鱼|4937】》！！=【黑巫鱼|12726】；不撒饵；//预设分级：合格的
热破,平钓【残暴水蛭|12711】@（小雪|15、暴雪|16）》！！=【热破|12727】；引诱；//预设分级：批量生成
麻伊博伊,平钓【石蝇幼虫|12704】》！=【麻伊博伊|12728】；引诱；//预设分级：批量生成
三唇鲤,平钓【叶片钓钩|12707】》！！=【三唇鲤|12729】；引诱；//预设分级：批量生成
牛蛙,平钓【叶片钓钩|12707】》！=【牛蛙|12730】；引诱；//预设分级：批量生成
云鱼,平钓【石蝇幼虫|12704】》！=【云鱼|12731】；引诱；//预设分级：批量生成
马湖瓦伊,平钓【红气球虫|12708】》！=【马湖瓦伊|12732】；引诱；//预设分级：批量生成
石蚌,平钓【哥布林钓钩|12706】》！=【石蚌|12733】；引诱、钓组；//预设分级：批量生成
飘浮蛋,平钓【红气球虫|12708】》！=【飘浮蛋|12734】；引诱；//预设分级：批量生成
白影,平钓【红气球虫|12708】》！=【白影|12735】；引诱；//预设分级：批量生成
蓝天珊瑚,平钓【红气球虫|12708】》！=【蓝天珊瑚|12736】；引诱、钓组；//预设分级：批量生成
显贵樱鳟,平钓【石蝇幼虫|12704】》！！=【显贵樱鳟|12737】；引诱；//预设分级：批量生成
角菊石,平钓【哥布林钓钩|12706】》！！=【角菊石|12738】；引诱；//预设分级：批量生成
凸眼金鱼,平钓【残暴水蛭|12711】@1002-1800》！！=【凸眼金鱼|12739】；引诱；//预设分级：批量生成
草鱼,平钓【叶片钓钩|12707】@（扬沙|11、阴云|3、薄雾|4）》！！=【草鱼|12740】；引诱；//预设分级：批量生成
皮皮拉皮拉鱼,平钓【哥布林钓钩|12706】@（扬沙|11、阴云|3、薄雾|4）》！！=【皮皮拉皮拉鱼|12741】；引诱；//预设分级：批量生成
倒仰鲶鱼,平钓【石蝇幼虫|12704】@1602-1815》！=【倒仰鲶鱼|12742】；引诱；//预设分级：批量生成
亲吻鱼,平钓【石蝇幼虫|12704】@0902-2400》！=【亲吻鱼|12743】；引诱；//预设分级：批量生成
法冠蛞蝓,平钓【红气球虫|12708】》！=【法冠蛞蝓|12744】；引诱；//预设分级：批量生成
熔岩鲎,平钓【熔岩蠕虫|12709】》！！=【熔岩鲎|12745】；引诱；//预设分级：批量生成
风暴核,平钓【红气球虫|12708】@（阴云|3、薄雾|4、微风|5）》！=【风暴核|12746】；引诱；//预设分级：批量生成
知识神杜父鱼,平钓【土蜘蛛|12705】》！！=【知识神杜父鱼|12747】；引诱；//预设分级：批量生成
基迦石斑鱼,耐心【蜜虫|2599】》！【阿巴拉提亚公鱼|4937】》！！=【基迦石斑鱼|12748】；//预设分级：合格的
瓦努头,平钓【叶片钓钩|12707】@（碧空|1、晴朗|2）》！！=【瓦努头|12749】；引诱；//预设分级：批量生成
图丽鱼,平钓【土蜘蛛|12705】》！！=【图丽鱼|12750】；引诱；//预设分级：批量生成
肺鱼,平钓【残暴水蛭|12711】@（阴云|3）》！！=【肺鱼|12751】；引诱；//预设分级：批量生成
虎鱼,平钓【残暴水蛭|12711】》！！=【虎鱼|12752】；引诱；//预设分级：批量生成
夕月天女,平钓【金属亮片|28634】》！=【夕月天女|12753】；引诱；//预设分级：批量生成
花岗蟹,平钓【金属亮片|28634】》！=【花岗蟹|12754】；引诱；//预设分级：合格的
火妖小马,平钓【熔岩蠕虫|12709】》！=【火妖小马|12755】；引诱；//预设分级：批量生成
船虫,平钓【哥布林钓钩|12706】》！=【船虫|12756】；引诱；//预设分级：批量生成
蝼蛄,平钓【土蜘蛛|12705】》！=【蝼蛄|12757】；引诱；//预设分级：批量生成
莫古球球,平钓【哥布林钓钩|12706】》！=【莫古球球|12758】；引诱；//预设分级：批量生成
岩浆树,平钓【熔岩蠕虫|12709】》！=【岩浆树|12759】；引诱、钓组；//预设分级：批量生成
云上骑士,平钓【红气球虫|12708】》！！=【云上骑士|12760】；引诱；//预设分级：批量生成
龙堡鲈,大鱼【石蝇幼虫|12704】@0002-0600（扬沙|11、阴云|3、薄雾|4）》！【蓝螯虾|12722】》！！=【龙堡鲈|12761】；引诱、不撒饵；//预设分级：批量生成
山地鲀,平钓【土蜘蛛|12705】@（小雪|15、暴雪|16）》！=【山地鲀|12762】；引诱；//预设分级：批量生成
求雪鱼,平钓【残暴水蛭|12711】@（小雪|15、暴雪|16）》！！=【求雪鱼|12763】；引诱；//预设分级：批量生成
龙骨鱼,平钓【哥布林钓钩|12706】》！=【龙骨鱼|12764】；引诱；//预设分级：批量生成
冰神鱼,平钓【残暴水蛭|12711】@（小雪|15、暴雪|16）》！！=【冰神鱼|12765】；引诱；//预设分级：批量生成
食冰水母,耐心【巨型大蚊|12712】@（小雪|15、暴雪|16）》！【天虫|12716】》！【冰川核|12724】》！=【食冰水母|12766】；引诱、不撒饵；//预设分级：批量生成
多鳍鱼,平钓【土蜘蛛|12705】@2102-0300》！！=【多鳍鱼|12767】；引诱；//预设分级：批量生成
白丽鱼,平钓【残暴水蛭|12711】》！！=【白丽鱼|12768】；引诱；//预设分级：批量生成
