空天姬预设,9.1475.202510110438
水引鱼,大鱼【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》5~9！@拍水【漩涡螺|40542】》6.5~12！！！双提=2【鼠鲨|40548】；重随、多提、不撒饵；@鱼识=》平钓@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》8+15~14+26！！！精准@拍水！【漩涡螺|40542、斑纹虾|40543】=【水引鱼|40550】；引诱；//预设分级：合格的
天之虎,平钓【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》4~7！@专一【深红巨藻|40561】双提=3【深红巨藻|40561】；不撒饵、引诱；@鱼识=》平钓【磷虾|29715】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》9+16~！！！@拍水6+10~10+18！！【暗礁乌贼|40562】=【天之虎|40570】；引诱；//预设分级：合格的
茂鲨,平钓【石沙蚕|29714】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》6~10！@专一【平铲鲫鱼|40581】双提=3【平铲鲫鱼|40581】；引诱、不撒饵；@鱼识=》平钓【刺螠|29716】@（碧空|1、晴朗|2、阴云|3、薄雾|4、微风|5、强风|6、小雨|7、暴雨|8、打雷|9、雷雨|10）》9.5+17~！！！@拍水~8+15！！【延夏鳖|40583、延夏蝶鲟|40588】=【茂鲨|40590】；引诱；//预设分级：合格的
冲分幻海,27//预设分级：合格的
ps0111,耐心【石沙蚕|29714】》全部@专一【灵敏舞者|29756】//预设分级：最优化
ps0112,平钓【石沙蚕|29714】》6.5~！三重//预设分级：最优化
ps0114,平钓【磷虾|29715】》7~！三重@专一【浮游碟鱼|29762】三重//预设分级：最优化
ps0215,平钓【刺螠|29716】》7.5~！！三重@专一【浮游翻车鱼|32073】三重//预设分级：最优化
ps0213,平钓【磷虾|29715】》5~！！三重//预设分级：最优化
ps0216,平钓【石沙蚕|29714】》5.5~！三重@专一【歼灭者|32090】三重//预设分级：最优化
ps0315,平钓【刺螠|29716】》7.5~！！三重@专一【浮游翻车鱼|32073】三重//预设分级：最优化
ps0314,平钓【磷虾|29715】》7~！三重//预设分级：最优化
ps0317,平钓【磷虾|29715】》5~！！三重@专一【珍珠爆弹|32109】三重//预设分级：最优化
ps0412,平钓【石沙蚕|29714】》6.5~！三重//预设分级：最优化
ps0411,平钓【磷虾|29715】》~2.9！！三重@专一【人鱼发|29766】三重//预设分级：最优化
ps0413,平钓【刺螠|29716】》！！！三重=引诱；//预设分级：最优化
ps0511,平钓【刺螠|29716】》！！！三重@专一【漏斗鲨|29782】三重=引诱；//预设分级：最优化
ps0512,耐心【石沙蚕|29714】》全部@拍水【太阳神面纱|29760】》全部//预设分级：最优化
ps0514,平钓【刺螠|29716】》！！！三重@专一【处刑者|29770】三重=引诱；//预设分级：最优化
ps0615,平钓【刺螠|29716】》~3.1！！！三重=引诱；//预设分级：最优化
ps0613,平钓【刺螠|29716】》！！！三重=引诱；//预设分级：最优化
ps0616,平钓【刺螠|29716】》7.5~！！！三重@专一【石英锤头鲨|32093】三重//预设分级：最优化
ps0715,平钓【刺螠|29716】》~3.1！！！三重=引诱；//预设分级：最优化
ps0714,平钓【刺螠|29716】》！！！三重@专一【处刑者|29770】三重=引诱；//预设分级：最优化
ps0717,平钓【磷虾|29715】》5.5~！！@专一【刀颚鱼|32113】三重//预设分级：最优化
ps0812,耐心【石沙蚕|29714】》全部@拍水【太阳神面纱|29760】》全部//预设分级：最优化
ps0811,耐心【石沙蚕|29714】》全部@专一【灵敏舞者|29756】//预设分级：最优化
ps0813,平钓【石沙蚕|29714】》6.5~！三重@专一【珊瑚海马|20786】三重//预设分级：最优化
ps0911,平钓【磷虾|29715】》~2.9！！三重@专一【人鱼发|29766】三重//预设分级：最优化
ps0912,耐心【石沙蚕|29714】》全部@拍水【太阳神面纱|29760】@专一【秘银君|29755】》全部//预设分级：最优化
ps0914,平钓【石沙蚕|29714】》3.6~4.5！三重//预设分级：最优化
ps1015,平钓【刺螠|29716】》~7.6！！！三重=引诱；//预设分级：最优化
ps1013,平钓【石沙蚕|29714】》6.5~！三重//预设分级：最优化
ps1016,平钓【刺螠|29716】》7.5~！！！三重@专一【石英锤头鲨|32093】三重//预设分级：最优化
ps1115,平钓【刺螠|29716】》~7.6！！！三重=引诱；//预设分级：最优化
ps1114,平钓【石沙蚕|29714】》3.6~4.5！三重//预设分级：最优化
ps1117,平钓【磷虾|29715】》5~！！三重@专一【珍珠爆弹|32109】三重//预设分级：最优化
ps1212,耐心【石沙蚕|29714】》全部@拍水【太阳神面纱|29760】@专一【秘银君|29755】》全部//预设分级：最优化
ps1211,平钓【刺螠|29716】》！！！三重@专一【漏斗鲨|29782】三重=引诱；//预设分级：最优化
ps1213,平钓【磷虾|29715】》5~！！三重@专一【幻纱披风|29773】三重//预设分级：最优化
ps0121,平钓【磷虾|29715】》！！三重@专一【妮美雅的纺车|40539】三重=引诱；//预设分级：最优化
ps0122,耐心【刺螠|29716】》！！+！！！《【小判鯙|40551】@鱼识=》耐心【磷虾|29715】》~4！！@拍水~5！！！【占位】》！！+！！！=套娃；//琉璃龙//预设分级：最优化
ps0123,平钓【刺螠|29716】》5~！！三重//预设分级：最优化
ps0221,耐心【磷虾|29715】》全部@专一【鲜艳粉红虾|40533、伪装章鱼|40537】//预设分级：最优化
ps0222,平钓【磷虾|29715】》6~！！三重@专一【毒平鲹|40553】三重//预设分级：最优化
ps0224,平钓【石沙蚕|29714】》3.1~！三重//预设分级：最优化
ps0321,耐心【磷虾|29715】》全部@专一【鲜艳粉红虾|40533、伪装章鱼|40537】//预设分级：最优化
ps0322,平钓【磷虾|29715】》6~！！三重@专一【毒平鲹|40553】三重//预设分级：最优化
ps0323,平钓【刺螠|29716】》5~！！三重//预设分级：最优化
ps0421,平钓【磷虾|29715】》~5！！三重//预设分级：最优化
ps0422,平钓【刺螠|29716】》4~6！！三重//预设分级：最优化
ps0424,平钓【石沙蚕|29714】》3.1~！三重//预设分级：最优化
ps0521,平钓【磷虾|29715】》~5！！三重//预设分级：最优化
ps0522,平钓【刺螠|29716】》4~6！！三重//预设分级：最优化
ps0523,平钓【刺螠|29716】》5~！！三重//预设分级：最优化
ps0621,平钓【磷虾|29715】》！！三重@专一【妮美雅的纺车|40539】三重=引诱；//预设分级：最优化
ps0622,耐心【刺螠|29716】》！！+！！！《【小判鯙|40551】@鱼识=》耐心【磷虾|29715】》~4！！@拍水~5！！！【占位】》！！+！！！=套娃；//琉璃龙//预设分级：最优化
ps0624,平钓【石沙蚕|29714】》3.1~！三重//预设分级：最优化
成就普海,5//预设分级：最优化
an011201,平钓【石沙蚕|29714】》~4.5！三重@拍水！！！精准【占位】=不撒饵、大尺寸；//预设分级：最优化
an021501,平钓【磷虾|29715】》~12.1！！=不撒饵、引诱；//预设分级：最优化
an021301,平钓【磷虾|29715】》~17.6！！@专一【蜘蛛蟹|29741】三重=引诱、不撒饵；//预设分级：最优化
an021601,平钓【石沙蚕|29714】》（！！！）14~！三重@拍水4.5~7.6！【占位】@专一【染血抛光蟹|32079】三重=不撒饵；//预设分级：最优化
an031501,平钓【石沙蚕|29714】》11~！！！精准@拍水~9！三重【占位】=不撒饵；//预设分级：最优化
an031502,平钓【刺螠|29716】》12~！！@拍水12.5~！！！精准【占位】=不撒饵、引诱；//预设分级：最优化
an031401,平钓【石沙蚕|29714】》11~15.5！三重@拍水21.5~！！！【占位】=不撒饵；//预设分级：最优化
an031701,平钓【石沙蚕|29714】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼|32098】三重=不撒饵；//预设分级：最优化
an051101,平钓【刺螠|29716】》！！！=引诱、不撒饵；//预设分级：最优化
an051111,平钓【刺螠|29716】》！！！@拍水9+18~！！【青色章鱼|29734、碧玉头|29719】=引诱、不撒饵；//预设分级：最优化
an051401,平钓【刺螠|29716】》21.5~！！！@拍水~21！！！三重【占位】@专一【铬铁锤头鲨|29735】三重=引诱、不撒饵；//预设分级：最优化
an081201,平钓【石沙蚕|29714】》9~16！三重=不撒饵；//预设分级：最优化
an081211,平钓【磷虾|29715】》10+21.5~！！！精准=引诱、不撒饵；//预设分级：最优化
an101501,平钓【刺螠|29716】》12.1~！！三重@拍水12.5~！！！精准【占位】=不撒饵；//预设分级：最优化
an111501,平钓【石沙蚕|29714】》11~！！！精准@拍水~10.5！三重【占位】=不撒饵；//预设分级：最优化
an111401,平钓【石沙蚕|29714】》11~15.5！三重@拍水21.5~！！！【占位】=不撒饵；//预设分级：最优化
an111701,平钓【石沙蚕|29714】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼|32098】三重=不撒饵；//预设分级：最优化
an121101,平钓【磷虾|29715】》（！！！）19.6~！！三重@拍水17~19.5！！【占位】=引诱、不撒饵；//预设分级：最优化
an012101,平钓【磷虾|29715】》9~18！！三重@拍水14~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
an012201,平钓【刺螠|29716】》13~！！三重@拍水17~！！！精准【占位】=不撒饵；//预设分级：最优化
an012301,平钓【磷虾|29715】》10~17.5！！三重@拍水15.5~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
an022101,平钓【石沙蚕|29714】》4.5~7！三重=大尺寸、不撒饵；//预设分级：最优化
an022201,平钓【石沙蚕|29714】》15~！三重@拍水17~！！！精准【占位】=引诱、大尺寸、不撒饵；//预设分级：最优化
an022102,平钓【磷虾|29715】》8.5~14.5！三重@拍水13.5~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
an022202,平钓【石沙蚕|29714】》5.5~9！三重=大尺寸、不撒饵；//预设分级：最优化
an022402,平钓【石沙蚕|29714】》14.5~23.5！三重@拍水17~！！！【占位】=引诱、大尺寸、不撒饵；//预设分级：最优化
an032101,平钓【磷虾|29715】》8.5~14.5！三重@拍水13.5~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
an032201,平钓【石沙蚕|29714】》5.5~9！三重=大尺寸、不撒饵；//预设分级：最优化
an032301,平钓【石沙蚕|29714】》10~17.5！三重@拍水15.5~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
an042101,平钓【石沙蚕|29714】》4.5~7！三重=大尺寸、不撒饵；//预设分级：最优化
an042201,平钓【石沙蚕|29714】》15~！三重@拍水17~！！！精准【占位】=引诱、大尺寸、不撒饵；//预设分级：最优化
an052101,平钓【磷虾|29715】》9~18！！三重@拍水14~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
an052201,平钓【刺螠|29716】》13~！！三重@拍水17~！！！精准【占位】=不撒饵；//预设分级：最优化
an052301,平钓【磷虾|29715】》10~17.5！！三重@拍水15.5~！！！【占位】=大尺寸、不撒饵；//预设分级：最优化
成就幻海,13//预设分级：最优化
as011201,平钓【石沙蚕|29714】》6.5~！三重=大尺寸；//预设分级：最优化
as011401,平钓【磷虾|29715】》7~！三重=大尺寸；//预设分级：最优化
as021501,平钓【磷虾|29715】》~3！！三重=大尺寸；//预设分级：最优化
as021301,平钓【石沙蚕|29714】》5~！@拍水【狂野海胆|29771】@专一【剪碎手巴塞洛缪|29777】三重@拍水后=》平钓》5~6！三重=大尺寸；//预设分级：最优化
as021601,平钓【石沙蚕|29714】》5.5~！三重@拍水~3！三重【占位】=大尺寸；//预设分级：最优化
as031501,平钓【石沙蚕|29714】》~3！三重=大尺寸；//预设分级：最优化
as031401,平钓【石沙蚕|29714】》3.6~4.5！三重=大尺寸；//预设分级：最优化
as031701,平钓【磷虾|29715】》5~7！！三重@拍水2~3！三重【占位】=大尺寸；//预设分级：最优化
as031502,平钓【刺螠|29716】》~3！！！三重=大尺寸；//预设分级：最优化
as031702,平钓【刺螠|29716】》5~！！三重@拍水4.3~5！！【占位】=大尺寸；//预设分级：最优化
as051101,平钓【刺螠|29716】》！！！三重@拍水！！【占位】//预设分级：最优化
as051401,平钓【刺螠|29716】》！！！三重@拍水5~7！！【占位】@专一【处刑者|29770】三提//预设分级：最优化
as081201,大鱼【石沙蚕|29714】》~5！》4~！！三重//预设分级：最优化
as081301,平钓【石沙蚕|29714】》6.5~！三重@专一【珊瑚海龙|29764】三重=大尺寸；//预设分级：最优化
as101501,平钓【刺螠|29716】》~3！！！三重=大尺寸；//预设分级：最优化
as101601,平钓【磷虾|29715】》5~！！三重@拍水4.3~5【占位】=大尺寸；//预设分级：最优化
as111501,平钓【石沙蚕|29714】》~3！三重=大尺寸；//预设分级：最优化
as111401,平钓【石沙蚕|29714】》3.6~4.5！三重=大尺寸；//预设分级：最优化
as111701,平钓【磷虾|29715】》5~7！！三重@拍水2~3！三重【占位】=大尺寸；//预设分级：最优化
as121101,平钓【磷虾|29715】》~3！！三重=大尺寸；//预设分级：最优化
as121301,平钓【磷虾|29715】》5~！！三重=大尺寸；//预设分级：最优化
as012101,平钓【磷虾|29715】》~5！！三重=大尺寸；//预设分级：最优化
as012201,平钓【刺螠|29716】》4~6！！三重=大尺寸；//预设分级：最优化
as012301,平钓【磷虾|29715】》3~！！三重=大尺寸；//预设分级：最优化
as022101,平钓【石沙蚕|29714】》~4.5！三重=大尺寸；//预设分级：最优化
as022201,平钓【石沙蚕|29714】》4.5~！三重=大尺寸；//预设分级：最优化
as022401,平钓【石沙蚕|29714】》4.6~！三重=大尺寸；//预设分级：最优化
as022102,平钓【磷虾|29715】》6~7.5！三重=大尺寸；//预设分级：最优化
as022202,平钓【石沙蚕|29714】》~3！三重=大尺寸；//预设分级：最优化
as022402,平钓【石沙蚕|29714】》3~4.5！三重=大尺寸；//预设分级：最优化
as032101,平钓【磷虾|29715】》6~7.5！三重=大尺寸；//预设分级：最优化
as032201,平钓【石沙蚕|29714】》~3！三重=大尺寸；//预设分级：最优化
as032301,平钓【石沙蚕|29714】》3~4.4！三重=大尺寸；//预设分级：最优化
as042101,平钓【石沙蚕|29714】》~4.5！三重=大尺寸；//预设分级：最优化
as042201,平钓【石沙蚕|29714】》4.5~7.5！三重=大尺寸；//预设分级：最优化
as042401,平钓【石沙蚕|29714】》4.6~！三重=大尺寸；//预设分级：最优化
as052101,平钓【磷虾|29715】》~5！！三重=大尺寸；//预设分级：最优化
as052201,平钓【刺螠|29716】》4~6！！三重=大尺寸；//预设分级：最优化
as052301,平钓【磷虾|29715】》3~！！三重=大尺寸；//预设分级：最优化
成就幻后,1//预设分级：最优化
aasn011201,平钓【石沙蚕|29714】》~4.5！三重=不撒饵、大尺寸；//预设分级：最优化
aasn021501,平钓【磷虾|29715】》~12.1！！=不撒饵、引诱；//预设分级：最优化
aasn021301,平钓【磷虾|29715】》~17.6！！@专一【蜘蛛蟹|29741】三重=引诱、不撒饵；//预设分级：最优化
aasn021601,平钓【石沙蚕|29714】》14~！三重@拍水4.5~7.6！【占位】@专一【染血抛光蟹|32079】三重=不撒饵；//预设分级：最优化
aasn031501,平钓【石沙蚕|29714】》~9！三重@拍水9~10.6！【占位】=不撒饵；//预设分级：最优化
aasn031502,平钓【刺螠|29716】》12~！！=不撒饵、引诱；//预设分级：最优化
aasn031401,平钓【石沙蚕|29714】》11~15.5！三重=不撒饵；//预设分级：最优化
aasn031701,平钓【石沙蚕|29714】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼|32098】三重=不撒饵；//预设分级：最优化
aasn051101,平钓【刺螠|29716】》！！！三重=引诱、不撒饵；//预设分级：最优化
aasn051401,平钓【刺螠|29716】》！！！三重@专一【铬铁锤头鲨|29735】三重=引诱、不撒饵；//预设分级：最优化
aasn081201,平钓【石沙蚕|29714】》9~16！三重=不撒饵；//预设分级：最优化
aasn101501,平钓【刺螠|29716】》12.1~！！三重=不撒饵；//预设分级：最优化
aasn111501,平钓【石沙蚕|29714】》~9！三重@拍水9~10.6！【占位】=不撒饵；//预设分级：最优化
aasn111401,平钓【石沙蚕|29714】》11~15.5！三重=不撒饵；//预设分级：最优化
aasn111701,平钓【石沙蚕|29714】》12~！三重@拍水~6！【占位】@专一【蜂巢鱼|32098】三重=不撒饵；//预设分级：最优化
aasn121101,平钓【磷虾|29715】》19.5~！！三重@拍水17~19.5！！【占位】=引诱、不撒饵；//预设分级：最优化
aasn012101,平钓【磷虾|29715】》9~18！！三重=大尺寸、不撒饵；//预设分级：最优化
aasn012201,平钓【刺螠|29716】》13~！！三重=不撒饵；//预设分级：最优化
aasn012301,平钓【磷虾|29715】》10~17.5！！三重=大尺寸、不撒饵；//预设分级：最优化
aasn022101,平钓【石沙蚕|29714】》4.5~7！三重=大尺寸、不撒饵；//预设分级：最优化
aasn022201,平钓【石沙蚕|29714】》15~！三重=引诱、大尺寸、不撒饵；//预设分级：最优化
aasn022102,平钓【磷虾|29715】》8.5~14.5！三重=大尺寸、不撒饵；//预设分级：最优化
aasn022202,平钓【石沙蚕|29714】》5.5~9！三重=大尺寸、不撒饵；//预设分级：最优化
aasn022402,平钓【石沙蚕|29714】》14.5~23.5！三重=引诱、大尺寸、不撒饵；//预设分级：最优化
aasn032101,平钓【磷虾|29715】》8.5~14.5！三重=大尺寸、不撒饵；//预设分级：最优化
aasn032201,平钓【石沙蚕|29714】》5.5~9！三重=大尺寸、不撒饵；//预设分级：最优化
aasn032301,平钓【石沙蚕|29714】》10~17.5！三重=大尺寸、不撒饵；//预设分级：最优化
aasn042101,平钓【石沙蚕|29714】》4.5~7！三重=大尺寸、不撒饵；//预设分级：最优化
aasn042201,平钓【石沙蚕|29714】》15~！三重=引诱、大尺寸、不撒饵；//预设分级：最优化
aasn052101,平钓【磷虾|29715】》9~18！！三重=大尺寸、不撒饵；//预设分级：最优化
aasn052201,平钓【刺螠|29716】》13~！！三重=不撒饵；//预设分级：最优化
aasn052301,平钓【磷虾|29715】》10~17.5！！三重=大尺寸、不撒饵；//预设分级：最优化
蓝鱼幻海,23//预设分级：非预设
ls0216,平钓【潮虫|2587】》~3！！双重@专一【幸福愿景|32089】双重=2【幸福愿景|32089】；@阶段=》平钓》~3！！《=@鱼识=》平钓》6~！！！精准@拍水！！【锯齿蛤蜊|32088、幸福愿景|32089】=引诱；//横路不通/海洋蟾蜍//预设分级：最优化
ls0411,平钓【磷虾|29715】》~2.9！双重@拍水3~4.6！【海神印|29752】=2【天堂之钥|29749】；@阶段=》平钓》3~4.6！@拍水~2.9！【天堂之钥|29749】《=@鱼识=》平钓【火萤|2603】》5~！！+！！！@拍水【巨食鮟鱇|29754、海神印|29752、天堂之钥|29749】=引诱；//索蒂斯/依拉丝莫龙//预设分级：最优化
ls0413,平钓【刺螠|29716】》~8！！！双重@专一【守领鳍龙|29781】双重=2【守领鳍龙|29781】；@阶段=》平钓【刺螠|29716】》~8！！！《=@鱼识=》平钓【重铁板钩|2619】》8.5~！！！@拍水~8.5！！！【守领鳍龙|29781】=引诱；//索蒂斯/依拉丝莫龙//预设分级：最优化
ls0512,大鱼【石沙蚕|29714】》~4.5！@拍水【寄生幸存者|29779】》~3.5！！双重=多提；@鱼识=》平钓【小虾肉笼|2613】》！！！@拍水~3.5！！【海难船帆|29759】=引诱；//捕鲨人/冲分/珊瑚蝠鲼//预设分级：最优化
ls0615,平钓【刺螠|29716】》~3.5！！！双重@拍水3~4.5！！【雾须酒杯|32067】@专一【喷射蝠鲼|32070】=2【喷射蝠鲼|32070】；@阶段=》平钓【乌贼丝|27590】》3~4.5！！@拍水~3.5！！！【喷射蝠鲼|32070】《=@鱼识=》平钓【乌贼丝|27590】》8.5~！！！@拍水~3.5！！！【雾须酒杯|32067、喷射蝠鲼|32070】=引诱；//哈弗古法/依拉丝莫龙//预设分级：最优化
ls0613,平钓【刺螠|29716】》~8！！！双重@专一【守领鳍龙|29781】双重=2【守领鳍龙|29781】；@阶段=》平钓【刺螠|29716】》~8！！！《=@鱼识=》平钓【重铁板钩|2619】》8.5~！！！@拍水~8.5！！！【守领鳍龙|29781】=引诱；//哈弗古法/依拉丝莫龙//预设分级：最优化
ls0715,平钓【刺螠|29716】》~3.5！！！双重@拍水3~4.5！！【雾须酒杯|32067】@专一【喷射蝠鲼|32070】=2【喷射蝠鲼|32070】；@阶段=》平钓【乌贼丝|27590】》3~4.5！！@拍水~3.5！！！【喷射蝠鲼|32070】《=@鱼识=》平钓【乌贼丝|27590】》8.5~！！！@拍水~3.5！！！【雾须酒杯|32067、喷射蝠鲼|32070】=引诱；//哈弗古法/盾齿龙//预设分级：最优化
ls0717,大鱼【石沙蚕|29714】》~5！@拍水！【金鞋底|32112】@专一【罗斯利特贝|32107】《【罗斯利特贝|32107】=2【罗斯利特贝|32107】；引诱；@阶段=》大鱼》~5！@拍水！【金鞋底|32112】》~6！=引诱；《=@鱼识=》大鱼【石沙蚕|29714】》！@拍水【金鞋底|32112】》！+！！！=引诱；//哈弗古法/盾齿龙//预设分级：最优化
ls0812,大鱼【石沙蚕|29714】》~4.5！@拍水【寄生幸存者|29779】》~3.5！！双重=多提；@鱼识=》平钓【小虾肉笼|2613】》！！！@拍水~3.5！！【海难船帆|29759】=引诱；//捕鲨人/冲分/珊瑚蝠鲼//预设分级：最优化
ls0911,平钓【磷虾|29715】》~2.9！双重@拍水3~4.6！【海神印|29752】=2【天堂之钥|29749】；@阶段=》平钓》3~4.6！@拍水~2.9！【天堂之钥|29749】《=@鱼识=》平钓【火萤|2603】》5~！！+！！！@拍水【巨食鮟鱇|29754、海神印|29752、天堂之钥|29749】=引诱；//索蒂斯/石骨鱼//预设分级：最优化
ls0914,平钓【石沙蚕|29714】》3~5！@拍水5~9！！【深海鳗|29769】=1【沉寂者|29768】；@阶段=》平钓【沟鼠尾巴|2591】》5~9！！《=@鱼识=》平钓【沟鼠尾巴|2591】》9.5~！！！@拍水【沉寂者|29768、深海鳗|29769】=引诱；//索蒂斯/石骨鱼//预设分级：最优化
ls1114,平钓【石沙蚕|29714】》3~5！@拍水5~9！！【深海鳗|29769】=1【沉寂者|29768】；@阶段=》平钓【沟鼠尾巴|2591】》5~9！！《=@鱼识=》平钓【沟鼠尾巴|2591】》9.5~！！！@拍水【沉寂者|29768、深海鳗|29769】=引诱；//气鲀四海/石骨鱼//预设分级：最优化
ls0122,大鱼【刺螠|29716】》~5！！！双重@拍水~3.1！！《【小判鯙|40551】=1【捷疾鬼|40558】；@阶段=》大鱼》~5！！！@拍水~3.1！！《【小判鯙|40551】《=@鱼识=》大鱼【磷虾|29715】》~4！！@拍水~5！！！【占位】》！！+！！！=套娃；//琉璃龙//预设分级：最优化
ls0323,平钓【刺螠|29716】》4.5~！！@拍水3~4.5！！双重【芭蕉乌贼|40571】=1【巨型真鱿|40579】；@阶段=》平钓【磷虾|29715】》3~4.5！！双重@专一【芭蕉乌贼|40571】《=@鱼识=》平钓【乌贼丝|27590】》！！！@拍水【芭蕉乌贼|40571、巨型真鱿|40579】=引诱；//狱之蟹//预设分级：最优化
ls0421,平钓【刺螠|29716】》！！！三提@专一【潜底腔棘鱼|40534】双重=2【潜底腔棘鱼|40534】；@阶段=》平钓》！！！@专一【潜底腔棘鱼|40534】《=@鱼识=》平钓【青花鱼块|36593】》7~！！！@拍水！！！【潜底腔棘鱼|40534】=引诱；//塔尼瓦//预设分级：最优化
ls0521,平钓【刺螠|29716】》！！！三提@专一【潜底腔棘鱼|40534】双重=2【潜底腔棘鱼|40534】；@阶段=》平钓》！！！@专一【潜底腔棘鱼|40534】《=@鱼识=》平钓【青花鱼块|36593】》7~！！！@拍水！！！【潜底腔棘鱼|40534】=引诱；//塔尼瓦//预设分级：最优化
ls0622,大鱼【刺螠|29716】》~5！！！双重@拍水~3.1！！《【小判鯙|40551】=1【捷疾鬼|40558】；@阶段=》大鱼》~5！！！@拍水~3.1！！《【小判鯙|40551】《=@鱼识=》大鱼【磷虾|29715】》~4！！@拍水~5！！！【占位】》！！+！！！=套娃；//琉璃龙//预设分级：最优化
ls0624,平钓【石蝇幼虫|12704】》~3.1！双重@拍水3~4.5！【玄水虾|40591】@专一【无二虾虎|40595】=2【无二虾虎|40595】；@阶段=》平钓》3~4.5！《=@鱼识=》平钓》！！！@拍水！【玄水虾|40591、无二虾虎|40595】=引诱；//梅泉宝龟//预设分级：最优化
海钓通用,1//预设分级：非预设
不触幻,平钓【石沙蚕|29714】》！+！！》全部//预设分级：最优化